content,sentiment_value
"@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming",0.771
"Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the .",0.396
"Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness",0.5
"I forgot about this nice area down here with the fiery hearths",0.25
"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage",0.688
"@Who_JN I've been having a quad shot every day and can sleep right after... it's time to detox \xf0\x9f\x98\x85 I get raging migraines without coffee :/",0.438
"Circle K is dead to me. I hate your new slushie machine. #irate #livid",0.833
"@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy",0.708
"Ok scrubbed hands 5 times before trying to put them in.\\nEyeballs #burning \\n#EvenMoreBlind accidentally scared the #cat whilst #screeching",0.604
"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant ",0.518
"Lot 100 would give Ghandi road rage",0.333
"Forever raging \xf0\x9f\x98\x8f\xf0\x9f\x98\x82\xf0\x9f\x98\xad",0.688
"Just seeing Alex revells face gets me angry",0.583
"@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage",0.521
"Does she really need to pout all the time - getting on my nerves #GBBO",0.646
"Taking umbrage because Jimmy Carr claimed that Bilbo Baggins went to Mordor on 8 out of 10 cats does Countdown. Know your Baggins', mate.",0.375
"@IndigoHawthorne Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical.",0.479
"@Mick727XD I know your furious, i am too, but just stop fucking moaning. We didn't win until the 7th game last season and where we finished.",0.729
"Congrats to #Nicole #bb18 ... Fix that nose now \xf0\x9f\x98\x92\xf0\x9f\x92\x81\xf0\x9f\x8f\xbb #bitter #petty",0.5
"Me and these burns that I pick up off the pitches don't get on at all like \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2 ",0.438
"@happyandbashful Flirt, simper, pout, repeat. Yuck.",0.479
"Since the 'update' my @iPhone loses power nearly 40% faster. ",0.438
"@marthalyssa yep. LOL #bitter",0.417
"@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.",0.583
"Yeah, no. I don' mind tweetin' that twice.  #blm #likeThat",0.375
"@ashleighjessica @zacflint1 I'd give that pout the firm D",0.5
"Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol",0.5
"@Jen_ny69 People will always get offended everyone's situation is different! Just because we have kids doesn't mean we have to settle",0.562
"Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage",0.759
"@tommyrosen @InTheRoomsCEO @cate_baily Always so happy to support you brother. Keep that fire burning &lt;3",0.132
"@katrinadougan_ ive went roght in the huff. Deleted the episode out of anger n everything (regret it now)",0.717
"@CNNnewsroom @BrookeBCNN What can't you grasp? Besides yr cognitive dissonance, raging away. Each. Incident. Re: LEO-shooting = SEPARATE.",0.75
"@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.",0.542
"People irritate my MF soul",0.771
"Another raging storm brought on by my own emotions sorry everyone. enjoy the thunder",0.667
"@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage",0.438
"not going to waste my energy holding a grudge against someone who wasnt even in my life a year XD \\ntime to release those feelings of dislike",0.583
"Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad #angry",0.812
"Drop Snapchat names #bored  #swap #pics",0.188
"Seeing double am so tired but I always grudge getting off my phone at night \xf0\x9f\x99\x84",0.479
"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? #boiling",0.771
"Your twitter picture just makes me fume.",0.729
"Are you lost in the fury, fearing that you'll fail?",0.354
"@BarackObama I love Lizzy Warren's latest rage against Wall Street.",0.177
"Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver #revenge",0.438
"@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!! #fuming",0.75
"Delete this shit Josh just screenshotted my snap me",0.583
"People who go the speed limit irritate me",0.667
"Oh yeah Squid face God madden 17 xbox1 come see me",0.25
"@Yannarell @LOLGOP Despite your #outrage fatigue, don't lose your shine",0.417
"@WBIRSports They're still using his offense, up the middle 3X &amp; punt.",0.417
"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...",0.646
"All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts \xf0\x9f\x98\x82 #GBBO",0.375
"@Ms_HeartAttack peanut butter takes away the sting",0.188
"Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops",0.646
"Some Mexican ladies irritate the fuck outta me. Have a their own lil preschool of fucking kids for the welfare &amp; allllat smh.",0.771
"#oow16 #sting decent new song",0.125
"Where's your outrage when a black man kills another black man in the streets?",0.75
"So #angry about my @WishShopping order. 6 #months ago I placed an order of over $500. Card billed. Never #received \\n#disappointing",0.771
"@SopanDeb @johnrobertsFox @azizansari Let's not stereotype all South Asians as relentless beat reporters.",0.562
"You a fuck boy if you run drag routes back to back in madden",0.646
"@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai",0.562
"ya girl is ",0.146
"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --",0.542
"@CharlotteBnntt that's the joke. I know it's incense",0.222
"Realizing that holding a grudge for long is immaturity is wisdom",0.438
"Star trek online has a update to download oh fuming yay",0.479
"@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club ",0.354
"Leveled at the half. Much better offense expected in the second half",0.182
"Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed",0.479
"The medicine is burning  me",0.396
"How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder #offended",0.854
"I think @Sam_Canaday &amp; @KYLEJDOWSON must actually have to be working like me &amp; @dowson_brady because I havent got any snap chat videos today",0.25
"interesting that we,an Authentic Afghan Restaurant,R getting calls from the media over resent tragedy that happened in NJ@latimes @NBCNews",0.438
"@Dak2future decorations are up all over Jersey already ",0.208
"Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #anger #politeness",0.312
"Finding out my two best Fwendz are going to rage with me at @lifeisbeautiful makes this last week of no sleep extra worth it",0.438
"The rage has died down.",0.438
"@virginmedia I've been disconnected whilst on holiday \xf0\x9f\x98\xa4 but I don't move house until the 1st October \xf0\x9f\xa4\x94 #furious",0.625
"The majority of people irritate the fuck out of me, cba with people ahahah",0.862
"@PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you \xe2\x80\x94",0.375
"Forgot to eat dinner and now I'm furious with everything and everyone",0.646
"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. \xf0\x9f\x91\x8b ",0.396
"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. ",0.646
"@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #\xf0\x9f\x98\x82\xf0\x9f\x98\x82",0.521
"@victoriarghhh not mad but tilting? slightly irate? is that cool?",0.458
"@Bickley_Marotta yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!",0.375
"Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout",0.375
"@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell \xf0\x9f\x8c\x9d\xf0\x9f\x8c\x9a ;)",0.583
"@SMalloy_LWOS that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through",0.337
"In inter-group relationships, #anger makes people think in more negative and prejudiced terms about outsiders.",0.408
"@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.",0.542
"I'm furious!!!!",0.833
"Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room",0.729
"@inthefade going back to blissful ignorance?! #fury",0.583
"-- haired man strides close and watches as the Major flinches away from him, the reaction draws a growl from his throat.  -- (@DocHQuinzel)",0.322
"@1BearTruth standard bitter response .... how's it feel to be the small club in a big city",0.396
"@Alanafergusson snap meee",0.521
"Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.",0.354
"@shod_jpg aye man she was fuming xo",0.5
"@LaraTheIrish &lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;",0.479
"Instagram seriously sort your sh*t out. I spent ages writing that caption for you to delete it and not post it!!  #instagram",0.708
"just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha",0.032
"@RadiateZen That's true, it does go both ways. But I've been on the receiving end of a vegans wrath! Lol! I personally wouldn't condemn",0.417
"Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz ",0.542
"Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO",0.688
"Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy  #emotionalrollercoaster",0.354
"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger",0.688
"Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. ",0.418
"Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country #countrygirl",0.375
"So fucking mad my blood boiling.",0.875
"... flat party and I instantly get bollocked about it. ",0.542
"@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything'",0.417
"@Grace_thomas473 you keep talkin shit and trying to offend me but you're just petty as fuck",0.646
"@MaddenFreestyle i turn the game on wanting to play madden, and before i load up a game i just turn it off now.",0.5
".@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.'",0.593
"Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form",0.479
"i have so much hw tonight im offended",0.519
"But if you wish to live bitter because your guilty conscience made you think it applied to you as well then that's on you, I'm not sorry\xf0\x9f\x92\x81\xf0\x9f\x8f\xbb\xf0\x9f\x98\x8a",0.375
"Think of #anger as this barrier between you and your truth.' @laurascoe",0.438
"@StrangeFacesLA why doesn't this account follow me ",0.312
"i've got a lot of tokens saved up and i wanna spam the event song but my eyes sting im so tired",0.417
"That last #madden commercial \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86 #TNF",0.146
"@SunandBeachBum 'you people' infuriate me!",0.792
"i live and die for mchanzo honeymoon crashing and burning the second they move in together",0.479
"Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! #fuming",0.854
"It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.",0.438
"@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be ",0.417
"@DeltaDomain @SawDraze @qurions dis dat nigga from fume right?",0.417
"@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger",0.69
"That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit",0.867
"I wouldn't have #anger issues.....if she didn't have #lying issues.....think about that one. #pow #lies #confusion",0.5
"@tony_tr3 I'd say your outrage is the really FAUX outrage.",0.479
"Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving",0.521
"Way towards be prominent if your exasperate is peaked?: TGMbNqUEe",0.375
"@ReadingFC @EFLCup - remind them 'Twenty's Plenty' !",0.25
"hitting your children as discipline because you're being quite a raging hypocrite if you're not.",0.562
"@BitchestheCat Look at those teef! #growl",0.333
"Nahhhhhh @konanplaydirty snap story has got me bussing up \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82",0.417
"The most important thing to #bestrong is to hold your  #thoughts",0.147
"I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry",0.5
"Trump supports reach another level of irritation within me",0.688
"Honestly fuming",0.906
"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav ",0.479
"#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge",0.5
"@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis ",0.5
"The patriots have the lamest color rush jerseys in the whole nfl #madden (I hope they wear them tonight)",0.396
"Having one of those #angry days. I will have to stop watching #news.",0.625
"@Toucherandrich there was a US diver named steele johnson. i'd like him barred from the olympics. ",0.354
"Do not be angry with God because you do not get what you want, for God gives most when you expect least.",0.289
"@EagleGiles23 @tgilmore_92 what I miss? ",0.146
"\xf0\x9f\x98\xb3The intensity that @sydneyswans play at is extraordinary #relentless #AFLCatsSwans #AFLFinals \xf0\x9f\x8f\x89\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbf",0.292
"@OstinOng YUUUHH \xf0\x9f\x99\x84\xf0\x9f\x98\xad plus clin ep and prevmed ugghhh hahaha ",0.438
"@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). ",0.255
"@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.",0.458
"I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes #outrage",0.566
"@reluctantnicko Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info.",0.427
"@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?",0.458
"Manchester derby at home #revenge",0.211
"This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards",0.898
"my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):)",0.354
"@RiotzXVl papercuts sting and stub ur toe last for like 10 secs",0.396
"@RealJeffsdomain Wolfpack theme and trons and sting wore the wolf shirt",0.312
"@RonMexico760 The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing.",0.625
"@thehill no wonder USA is going to shit with such outrage over a simple analogy.",0.542
"@Apple thanks for ios10 update, even the best app @telegram freezing and crashing on SE. #angry",0.845
"Sting is just too damn earnest for early morning listening. ",0.37
"@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! ",0.583
"Like he really just fucking asked me that. ",0.764
"@StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it",0.333
"@mattstottwrites For me not so much outrage as \xe2\x80\x98oh, using female body to sell something, AGAIN\xe2\x80\x99",0.542
"@robert7019 @itzamadhouse @skyler12388\\r\\ralso celebrate THEIR belief that Jesus is alive in hell, boiling in a pot of shit (actual shit)",0.562
"I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'",0.25
"Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive.",0.533
"I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming ",0.422
"Can't believe I've only got 2 days off left \xf0\x9f\x99\x84 #backtoreality ",0.438
"Be chill af if you want to offend someone.",0.479
"Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  #pretendinghesok #ruok #AFLCatsSwans",0.438
"i love that tay &amp; tiff are just sitting at my house while i'm at work \xf0\x9f\x99\x83",0.354
"@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !",0.458
"@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation",0.625
"A persons opinion doesn't offend me at all",0.354
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! #fuming",0.896
"Forgiveness\xc2\xa0might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.",0.333
"@jagtron1 blacks are good at provoke them selfs blaming on white when black cops shooting blacks",0.625
"@alexis_maxwell #bitter hahaha just kidding. its crazy tho",0.417
"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? ",0.625
"After what just happened. In need to smoke. #burning",0.688
"Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords",0.333
"@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*",0.479
"@PuseLepuru it's the irritation of not having found the corpse",0.5
"The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .",0.521
"@judy_that Im honestly offended",0.604
"I offend u",0.417
"@TDsNation I blame how broken madden is this year",0.417
"All hell is breaking loose in Charlotte. #CharlotteProtest  #looting",0.625
"She began to squirm beneath @hcllbent, struggling to get out of his relentless grasp. When she realized that the attempt was useless,++",0.438
"I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming",0.792
"Connivers blind to existential fury",0.542
"@carefreeash_ id be fuming",0.583
"Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter",0.604
"@JaredWyand Maybe if it was transgender the media would cover it #outrage",0.604
"@DP3520 lol they are madden tubers u dont know nothing bout madden cuz id smash on you",0.542
"So excited to watch @RuPaulsDragRace #allstars \\n#RuPaul #revenge",0.167
"@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either.",0.556
"the world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards &amp; invigorate raging self defense mechanisms",0.529
"@kylemuir17 @Ealvarezfight @danawhite @TheNotoriousMMA he'll defend his belt against aldo after its not that hard u grudge holding bitch",0.708
"#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage",0.542
"@KatherineArabis It\xe2\x80\x99s taken for granted, while the misogyny in the air is treated as normal \xe2\x80\x94 and any angry response to it as pathological.",0.438
"@Blewberry02CP Content updates provoke that income.",0.333
"#CharlotteRiots #passion? or #anger act of violence.\\nIf mourning for those who have past away, #stayhome  #whyout",0.562
"Janice Griffith snap story  \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d",0.354
"I am #real #sjw, I will not let #america down\\nI have found us, now go and get us\\nI let it out and I let it in\\nI #rage I #lol\\n@SergioSarzedo",0.542
"@fixindk @RevoltRazor @dragons1015 Guys don't use that type of language. Save it for raging...",0.458
"LOL I have reminders for my ex-gf's birthday approaching. Too bad she considers me acknowledging her existence an affront...",0.583
"To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield",0.578
"@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4",0.417
"@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk",0.562
"Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes",0.354
"Is there a perfume that smells like the smell of smokey incense because i would be all about that",0.096
"\xf0\x9f\x8f\x86 #Success is the best #revenge. Whatever you're thinking about doing ... do something better. \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f",0.25
"@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone",0.458
"@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level.  #love #conflicted\xf0\x9f\x98\xac",0.604
"@AshitaNoJoe55 i m not a big fan of @mkatju , but what i found logical and right.. i support that... no offense to anyone",0.438
"When you forget to mention you were bought dreamboys tickets \xf0\x9f\x99\x84\xf0\x9f\x98\x82 ",0.354
"Candice's pout is gonna take someone eye out mate! #GBBO",0.542
"@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! #rage",0.896
"the teams that face Barca and Bayern after a defeat are the ones who face the wrath",0.458
"@swagalini ive been through the denial and anger i am in pure acceptance",0.491
"My irritation level is at an all time high today \xf0\x9f\x99\x83",0.75
"if i don't answer your 50 texts pls don't snap me",0.333
"The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge.",0.604
"@natalie_bloomer You interviewed one irate group, two filmmakers who don't live here and got stock statements. That's not journalism.",0.562
"I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter",0.771
"@ShieldsCap &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;",0.333
"Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference",0.792
"@KodieBurch yesss..apparently you've been popular on snap \xf0\x9f\x99\x84",0.333
"Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off  #NoWorkForMe",0.542
"I asked Jared to marry me and he said no. #offended",0.562
"When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us \xf0\x9f\x98\xad\xf0\x9f\x98\xad @__KirstyGA #raging #oldcunt",0.875
"@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!",0.708
"Yeah I'm hot nigga, they say im burning uhhhhh",0.509
"Anger, resentment, and hatred are the destroyer of your fortune today.'",0.375
"significantly, with a #bitter smile, 'let me",0.479
"Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??",0.562
"Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison ",0.708
"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",0.312
"@RealJamesWoods @KennyCoble saddest part of this whole mess is that all of this #anger is #misdirected they should march 2 the #WhiteHouse",0.667
"@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30  #relentless",0.144
"@TrueAggieFan oh so that's where Brian was! Where was my invite? #offended",0.417
"Be quick to #listen, slow to #speak, and slow to #anger.",0.292
"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh",0.417
"@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered",0.438
"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",0.255
"@JustinRow10 madden is the reason why controllers are snapped",0.458
"finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet",0.312
"Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh \xf0\x9f\x94\xaa",0.771
"@danbloom1 beware the fury of a weak king",0.417
"@leesyatt you are a cruel, cruel man. #therewillbeblood ",0.775
"Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!",0.542
"Keep in mind. We're all weak. Don't insult people just because they're human.",0.333
"\xe2\x80\x9cHe who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.\xe2\x80\x9d\\nP16:32 #bibleverse #pride #anger",0.314
"I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh \xf0\x9f\x98\x85",0.312
"@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. \xf0\x9f\x98\x89",0.438
"@justinbieber Thank u Justin for this amazing concert. I can't believe that only u can provoke these thousand smiles these night#BelieveTour",0.312
"@josefcd904 @Reddou_Kun @deven_luca @supersoniclemon He also likes incurring Lily's wrath.",0.333
"@o2academybham since when the fuck can you not stand at a concert? #raging",0.771
"@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy?  #leictershireaway #therey",0.375
"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",0.417
"Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?",0.598
"Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops",0.583
"@judahandthelion TONIGHT. Legit can't wait to rage \xf0\x9f\xa4\x98\xf0\x9f\x8f\xbb\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbb\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbb\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbb\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbb\xf0\x9f\x94\xa5",0.417
"@pbump @AndyRichter  My heart goes out to that woman for the indignity of what she is sitting through.",0.271
"@JordySloan love that Jordy #revenge \xe2\x9a\xbd\xef\xb8\x8f",0.333
"When you want to say something so bad but can't ! #furious \xf0\x9f\x98\xa4",0.521
"@amymarsden_wtf I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs",0.667
"HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry #bitter #bbmichelle",0.271
"(Sam) Brown's Law: Never offend people with style when you can fake that, you have to break us in this Island.",0.333
"And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended",0.583
"@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful #relentless",0.312
"Yeah, no. I don' mind tweetin' that twice. #snap #blm #likeThat",0.396
"@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!",0.792
"Don't be offended,\\nI'm just doing something that,\\nGives your life more hurts.\\n\\n#haikuchallenge #offend #poetry",0.625
"@gypsydragoness chuckle. 'Any idea girl?' The dragoness let out a frustrated growl, blowing smoke out of her nostrils. The old man nodded +",0.417
"@KingNicky7 also madden isn't the funniest game to watch and if there isn't much happening it's boring",0.25
"testing #angry",0.667
"@LuluLemonLime83 wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and",0.479
"Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming",0.521
"Thurston offers Gallen a \xe2\x80\x98peace\xe2\x80\x99 of his mind: NORTH Queensland playmaker Johnathon Thurston insists he holds no grudge against Paul G...",0.312
"Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously",0.604
"#welfarereform should not be a 'model' for .",0.417
"@DJ_JeanFranko growl!!!",0.5
"@xBladeMania 'I didn't see them???' huff.",0.417
"Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don\xe2\x80\x99t happen. #anger #loathing",0.854
"@emilieragann did another bee sting you on the tongue ?",0.306
"Girls irritate me so much lol",0.527
"Need a new outlet for #rage",0.542
"@Red_Magpie @ali_faceache1 @joanna_caron @KCBFD @xMATTxLAWx he's not exactly a rabid tub thumper compared to McTernan now is he.",0.5
"You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless",0.271
"Recommended reading: Prisoners of Hate by Aaron Beck #anger",0.521
"@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #Victim",0.667
"@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. ",0.5
"@RealPaulWalker R.I.P Paul, furious 8 can't wait",0.254
"Why is it always me picking up the pieces :/ ",0.458
"@DonnyMurray I'm just no offended by stuff.We're gettin a situ where folk moan about the Polis/SNP but then happy to snitch when offended...",0.479
"very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now ",0.562
