content,sentiment_value
"All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me",0.375
"Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. #sad",0.729
"The bowl on my new food processor broke, @Cuisinart. #sadness.",0.583
"That AK47 leave your spine with a frown",0.521
"@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked",0.458
"U know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself  at almost 3am...  #pensive",0.542
"7 pax enjoyed the #gloom @Clayorangecrush @F3LakeMurray",0.312
"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",0.125
"@wabermes The @RavalliRepublic had a good one but then the reporter quit. ",0.312
"Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\\n\\n #TerranceCrutcher #truth ",0.542
"I should have stayed at home.",0.458
"And there is despair underneath each and every action \\nEach and every attempt to pierce the armour of numbness ' -Mgla",0.583
"My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!\xf0\x9f\x98\xa2\xf0\x9f\x92\x9e\xf0\x9f\x98\xa9",0.542
"A night where depression is winning... #depression #fml #help",0.896
"@ThatWhiteSoxFan @tbtrill not as sad as the White Sox playing record ;)",0.438
"the grave of a beat, a bravehearted cave lover, cage lover, sage #lover who made #soup of you, twisted to spoony #melancholy, spikes, spices",0.375
"@duncantrussell does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ?",0.396
"she's always so insensitive whenever i grieve idgi",0.583
"@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy",0.542
"Lament a \\nsaddened heart,\\nso far &amp; \\nyet so near,\\nthe years so\\ntough &amp; scarred,\\nthis lonesome\\nroad,\\nstill feared! #depression \\n\\n#poetry #poem",0.812
"@DoubleEph sadly his best days are behind him",0.583
"@KhoroshiySoldat --prepared.\\n\\n'Not as far as I know.' was her dull reply. 'There are still survivors, members from it. Like I said,-/",0.333
"@macmacm43 jeezus God #dark",0.46
"@GCC_DiscGolf lost my xt nova around hole 8 or 9 #sadness",0.708
"@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?",0.333
"It's become a verb. 'I'm gonna Villase\xc3\xb1or all those old contacts I don't need anymore.' #sadness @melissavcomedy #waitingforexplanation",0.542
"Ffs clan... seriously never been so disheartened",0.812
"@theflabar It's a #foggy and #dark morning here - so #filter this time.  For #lighting purposes. :)",0.458
"bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy",0.812
"@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.",0.562
"@chrislhayes It's hard for most folks to realize how deep the hatred is until you dive into the murky end of the pool. This guy is nuts.",0.625
"UPLIFT: If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!",0.333
"@reillygolfpro @RealKidPoker @StacyAcey @WSOPTD no he didn't! They are obviously friends and that clouded his judgement",0.5
"Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings #serious",0.417
"@1ChiefsDan Is that pessimism or do you just want him to get another week of rest and healing?",0.417
"@TrueRyuga I tore my MLC playing football in HS. Knees are serious business. Take care of them! Lemme know if you need anything.",0.292
"Before the year ends I'll probably get master 12s or flu games, true blues, and space jams.",0.208
"@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.",0.415
"@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay ",0.312
"My soul is weary of fighting the battles in this world. #BlackInAmerica #WeAreNotSafe",0.771
"this country is going to go to crap no matter who wins this november, isnt it? The more i learn of both the more despondent i am of future",0.611
"@Fra93_bruno wow I'm just really sadden by that. Terrible",0.875
"The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. \xf0\x9f\x98\x92",0.75
"@loueezecee I don't know how much more of that bloody pout I can take!!",0.66
"My #Fibromyalgia has been really bad lately which is not good for my mental state. I feel very overwhelmed #anxiety #bipolar #depression",0.946
"@icapturpix @DRUDGE_REPORT I agree. This current, ultra-left Democratic party lost a lot of members, including myself. I switched to Repub.",0.333
"@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.",0.542
"Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness",0.604
"@kole_holland don't fret, there's another game on at 8 #staytuned",0.25
"@jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports",0.312
"Man city's kit is dreadful!",0.522
"@questlove when are people going to realize that these 'riots' are just perpetuating hate. Saying you're going to boycott a city!?! #lost",0.5
"@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging. #unhappy #scam",0.688
"@StarklyDark 'Come here. Come on. Into my arms. I'm not going anywhere, Tony, I swear.' Steve told him, quiet and solemn.",0.5
"But When it come to a serious situation, I be glad I gave it deep thought \xf0\x9f\x92\xaf",0.375
"First weekend of fall; let's see if I can stay disciplined to this seasons goals. #fitness #running #sober #Mindset #firstfriday #family",0.333
"I have no clue where my charger is... #lost",0.604
"@BroggersM19 @Calum250284 He had been retired 20 minutes ago by most blues on here \xf0\x9f\x98\x8a",0.28
"@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! #sad",0.646
"@EmotionalLimine you're sadly mistaken if you think I'd make a tweet for an isolated comment by a random twitter user.",0.469
"@ProSyndicate thanks for replying, I'm ironing my shirt\xf0\x9f\x98\x82 I'd love to meet you and get an autograph but sadly I'm too young to travel.",0.417
"Lost: Geelong football team. \\nLast seen entering through the banner not sure where they've been since... #unhappy #playwithsomeheart",0.604
"A pessimist is someone who, when opportunity knocks, complains about the noise #mikeshumor",0.188
"@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.",0.688
"That's the old me though #imachildofgod #whatistwerking #sober #married #bye",0.458
"The most depressing part of being ill is that your taste goes \xf0\x9f\x98\xab",0.854
"I have sleep cooties.\\nI close my eyes and dream that I'm awake #weary #sleepissues #narcolepsy",0.688
"My encouragement today is my dog while my head is in a fog. #epicfail  #feelingfedup #tired #ihaveheardeverything #wondering",0.646
"Don't be disheartened if you didn't get the cards you wanted, it's not the end of the world......E-Eh...? Y-You want me to cheer you up?",0.438
"Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest ",0.438
"@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete",0.479
"@SkyNews err I wasnt gloomy.  17.2 mio people were not gloomy only #remain were #Brexit",0.458
"@GriffinLaneP @Mediaite The Left has been protected so long, they've lost their reasoning power.",0.312
"Ffs dreadful defending",0.5
"I know it's the final day of summer when it's the finale of @CBSBigBrother #sadness",0.737
"Why can't you just be mine. #forlorn",0.688
"When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know",0.812
"Wow the #Denver housing market is #depressing no places to buy in my range \xf0\x9f\x98\xa2 #FML",0.729
"@xOffWithMyHeadx They've officially said all the episodes left (so future 12 and despair 11 and 12) will be delayed.",0.438
"Can it be 10 PM so I can sulk in my tub while listening to Lana",0.542
"My prayers are with the family, friends &amp; members of @VCFD  as you mourn the loss of Engineer Ryan Osler. #LODD #RIP",0.771
"@ExaltedChampion - the jest, Kara didn't chuckle, instead her baby blues were narrowed in on Adam like a warning. If his brain /wasn't/ -",0.5
"We stayed up all night long\\nMade our drinks too strong\\nFeeling ten feet tall\\nRopes swinging into the water\\nIn the middle of the night",0.2
"Too many gloomy days",0.792
"i can't take u #serious unless u use #emojis",0.271
"@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall",0.625
"My heartbeat is forever stumbling on memories of things past. #longing #loss #shape #form #sadness",0.896
"Never a dull moment when talking to Nell \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x8b",0.146
"@ryyyshh story of my life. #lost",0.688
"@yukkikuma_cos cheer up, luv. your face is alot prettier when you're not frowning. &lt;3",0.292
"Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired ",0.771
"@LBardugo Start w/ the 3 songs in Blue Neighborhood\\n1) Wild\\n2)Fools\\n3)Talk Me down \xf0\x9f\x98\xad\xf0\x9f\x98\xadfor #Wesper\\nAlso,\\n4)Too Good.  #serious kaz/inej feelz",0.375
"Synth backing tracks = sadness\\n#depresspop #dark #+++ #alt #fuckingmeup",0.708
"@againstallaudss @groovydadad @Thelostchild5 @MHChat indeed &amp; is sadness unavoidable? #MHChat",0.688
"@CornerBakery Sorry I missed you :) I stayed up late working and pondering life",0.542
"Going home is depressing",0.896
"@_JuliaSteiner : YES ! Right ? I mean I wish you hadn't been discouraged to see #MikeandMolly because so many parallels really -",0.271
"Nobody wants a grouch but DONT move to SD if you want to be a rapper. #serious",0.375
"Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious",0.562
"The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim",0.688
"After she threw me out I had to sedate her. With a damn horse tranquilizer.'",0.354
"Everything is far away because time is short, no rest for the weary.",0.521
"hate to see y'all frown but I'd rather see him smiling \xf0\x9f\x92\x95\xe2\x9c\xa8",0.167
"In serious need of a nap",0.354
"I am more comfortable here at the Dove House than I was in my own home for 24 years. This is HOME &amp; I am very grateful. #dove #indy #sober",0.239
"Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad",0.5
"Unmatched Party Specialist /co @T3RevNeverEnd #serious #job #titles",0.208
"Wanna pop some pills, sedate myself, and wake up tomorrow.",0.729
"@KatelynKolsrud thanks mucho kate\xf0\x9f\x92\x95 #sober",0.208
"@Samkingftw nahh thats grim",0.438
"but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days",0.854
"i love the word fret so much and im in heaven",0.292
"@childctweets sad people are that sick and boring \xf0\x9f\x98\xac\xf0\x9f\x98\xac\xf0\x9f\x98\xac",0.708
"I'm done with your piano, blues playing, smooth talking ass. On to the nexttt",0.381
"@Netflix_ME penny dreadful season 3?",0.354
"In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet",0.562
"why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall",0.583
"yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?",0.312
"Chalk dance notation entree manchester inasmuch as corinthian products that discourage drag branding: ARwuEVfqv",0.188
"&amp; like if your unhappy just leave. don't cheat on someone &amp; than up their view on love &amp; shit \xf0\x9f\x92\xaf..",0.5
"Probs spent a grand total of five minutes sober since Sunday evening :) #freshers",0.458
"@ManUtd Rooney needs to come off! Absolutely dreadful! \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88 class goal from @carras16 @carras16 showing why he should be in the team!!",0.5
"Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad",0.604
"@Eeevah14 don't I know it, try not to fret my sweet little pupper",0.333
"Do not grow weary in doing good. The treadlines are better than deadlines.' @billclinton #CGI2016",0.375
"@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait",0.646
"carry on my wayward son there'll be peace when you are done lay your weary head to rest don't you cry no more",0.5
"@j__a__i I actually understand it for plumbers etc. Wire would get in the way while under a sink",0.229
"@SWP_Roads   How dull.",0.521
"#AutumnalEquinox the nights are drawing in, what a great time to look at putting up some new #lights #dark #showroom #news #wirral",0.271
"Go help the cause.@plantingaseed.net. #recovery  #sober #addiction",0.396
"Sometimes the support network is causing the damage. \\n\\n #support #Damaged #alone #tired  #hurt #nojustice  #surivivor #NoMore",0.67
"@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)",0.438
"Back in Cardiff after an amazing 10 days away \xf0\x9f\x98\xad #depressing",0.729
"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",0.479
"@Conorojo Loool understand the pessimism but it will \xf0\x9f\x98\x82",0.417
"2 applications for my dbs and still waiting. Been over a year now. Going to loose my job \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbf @GOVUK  #thanks #unhappy #crb",0.792
"I wonder if the #wolfcreek TV show is sponsored by the anti-tourist board of Australia to discourage visitors? #stayathome #dontvisit",0.396
"@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.  #sadness",0.688
"@RIPPoohSavage u know ion play that shit bout my weary brother",0.583
"The man who is a pessimist before 48 knows too much; if he is an optimist after it, he knows too little.'\\n-Mark Twain",0.417
"why the fuck does my mum want me to put corn in the curry?! #grim",0.667
"Trying to make a #better_world is #depressing when it's a #failure -__-",0.812
"#Always #borrow #money from a #pessimist. He won't #expect it #back.",0.354
"@funkxwidme only #true #depression #fans will get this one \xf0\x9f\x98\x82\xf0\x9f\x98\x82",0.562
"A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-",0.396
"When will the weeks full of Mondays end?? ",0.688
"Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback \xf0\x9f\x98\xad\xf0\x9f\x92\x94",0.75
"@HutchinsonDave I don't know whether to despair or agitate for a cull.",0.688
"Marcos rojo plays for man united !!  Just let that sink in !!!",0.417
"Nature looks a lot greener on gloomy dayz",0.562
"@SentinalsMom *Baal dashed forward, boosted forward by her power of flight. Her sword pointed at Void, meant to stop just short of her--",0.375
"Does she really need to pout all the time - getting on my nerves #GBBO",0.553
"Dream show how cisco 642-188 pdf melancholy: aHid",0.262
"I'm slugging vitamin D pills by the handful, like they were m&amp;ms. When will this eternal winter end?! #Melbourne #grim #overit",0.675
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, ",0.521
"Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me",0.542
"@RobertWesley3 I'm #mad that my brother is #sad ! Feel better bub!",0.583
"I look at some of the average players that play at the min and pine Nani, Rafael , RVP ,",0.229
"@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither #lost #unwoke",0.5
"@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy",0.604
"@Samkingftw ew omg that is so grim",0.688
"... Huh. Perhaps... Because we're both so dreary, we get along well?",0.542
"There is no dark side in the moon. In fact, it's all dark.'\\nGerry O'Driscoll at the end of 'The Dark side of the Moon'",0.229
"MY CAR IS DENTED FROM THE HAIL sad",0.688
"@hotelplanner I stayed at a hotel who  packed picnic lunches to take on the road!! #BetterTogether @Redlizzy1 @NewfieChic @Ladybug_Vic",0.271
"Drinkin me some red wine &amp; listening to some fred mcdowell playing the #blues . He did not play no #rocknroll. Fantastic noise  #justsaying",0.292
"@tonygoldmark Yeah I won't mourn it but I'm glad I rode it the last time I visited.",0.333
"Yes I am picking up sticks and pine cones in my front yard",0.167
"Do you know how much it hurts to see you best friend sad?",0.72
"@Megane_Matt @HikariMorou next to despair, hope shines even brighter (you get me Matt)",0.375
"Like, 'loon attic'. Luckily it quickly sunk in that it was the wrong pronunciation, but I still couldn't stop saying it. It just stuck.",0.375
"@katethecursed @shannonrdk LOL this day is too gloomy for being people, should've canceled and stayed in bed",0.646
"How a dad would feel knowing his daughter is getting dashed around for whines in the rave\xf0\x9f\x98\xad",0.583
"I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden",0.708
"Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?",0.458
"I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener",0.688
"No quite sure how Craig Gordon's stayed on the park there !!",0.333
"I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk",0.271
"Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed",0.417
"So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood  has gone with the fame and fortune. #GBBO  #depressing",0.75
"@rclemmons much #sadness and #heartbreak",0.75
"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",0.458
"tim burton never fails to depress me",0.562
"It's dark",0.438
"My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!!  #TerenceCrutcher",0.458
"Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz #blues",0.417
"Historically Japanese have always been into #jazz and #blues. The 70s dark age of jazz big names like C.C. &amp; M.D. were surviving on Tokyo.",0.375
"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy",0.68
"Donating to Trump puts a damper on a very exciting @Cubs season. Really bad look, Ricketts family.",0.438
"@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.",0.562
"@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales #lost",0.354
"@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth ",0.458
"@HoggyBear95 the bantz are absolutely top notch, inconsolable I was when I realised",0.616
"Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.",0.375
"The pine colada starburst nasty. Don't @ me",0.362
"Lines from Don't Quit take me to a place of ultimate strength when I start to feel weary. \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbe",0.479
"i am le depressed i l hate myself xDDdD #sad #depress #loner #emo",0.979
"@courtneymee I'm 3 days sober don't wanna ruin it",0.333
"Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings ",0.312
"Awareness of time is awareness of time lost. #awareness #time #lost",0.604
"What a grim night #GetTheFireLit \xf0\x9f\x94\xa5",0.667
"Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. \xe2\x80\x95 Mark Twain",0.354
"David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues",0.233
"@coalese \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad \xf0\x9f\x98\x82",0.458
"Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:\xe2\x80\xa6",0.271
"@Hayles_101 The three R's depress me.",0.792
"@cristinalaila1 just when I thought this disgusting man couldn't sink any lower-like Hillary he his depravity of character has no bottom",0.667
"@yourKarma Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy",0.543
"TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself",0.729
"@leighsteinberg April 25th, 2010 for me. Keep up the good work!! #sober #prouder",0.208
"also who has amazon prime that would like to help a girl out LOL #serious",0.167
"where broken hearted lovers do cry away their gloom",0.708
"them cold, dark nights are slowly creeping in \xf0\x9f\x8c\x8c",0.542
"@PurpleReplisol meden is frowning at you with her non existent face",0.521
"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is ",0.667
"@todofuku dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too :/",0.729
"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color ",0.688
"@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that.",0.206
"@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don't be discouraged.",0.271
"How do u grieve someone who legally wasn't a person yet?",0.542
"Over 70% of social sharing is dark &amp; over 50% of web traffic comes from #darksocial. @colinzalewski #LIFTSocial",0.479
"@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse",0.521
"@Damn_It_Dillon @SamUndomiel of course! This is a happy hentai, not a sad or gloomy one",0.208
"Mayor visits downtrodden part o town in brave PR stunt. More at eleven.",0.458
"You know when you're just slightly high, the state between sober and high af? That's beautiful. I wish I could feel like that 24/7.",0.231
"Can I just sulk in peace \xf0\x9f\x98\x82",0.688
"God knows why you'd wanna go with a girl who's slept with half ya mates #grim",0.479
"Why doesn't anybody I know watch penny dreadful? \xe2\x98\xb9\xef\xb8\x8f\xef\xb8\x8f",0.455
"@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...",0.562
"@urbaneprofessor roast them. Then risotto with sage and pine nuts",0.167
"Fuck yall @Panthers for hiring that GOP PR guy to discourage Cam from speakinh his mind and heart about racism",0.5
"Some of these people at this protest are just there for the adrenaline rush. #depressing",0.583
"@jamiesonhelen @MarianKeyes all three of my agin's on the pout .",0.5
"@GoPro your UX online is appalling! No clear save button, not being able to use any generic TLD's #unhappy",0.708
"@AceOperative789 no pull him afew weeks ago, sadly theres no game audio or sound affects cause i played it on my phone and tryed everything",0.479
"@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.",0.354
"@OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)",0.542
"Incredibly shocked and disappointed with @united customer service. Really making me rethink flying with them in the future. #unhappy",0.831
"Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL",0.729
"Kudos to TC for benching Bruce. He isn't helping the team, so he rides pine. We have games to win. Discussion over. #Mets",0.396
"If anybody needs me I'll be drowning my blues in a sea of whiskey \xf0\x9f\x8d\xbb",0.75
"An hour played and @ASFCofficial have conceded less at West ham than @ManUtd have at northampton.  Let that sink in.",0.42
"@1johndes ball watching &amp; Rojo'd header was equally dreadful!!",0.583
"FYI y'all can't mourn or celebrate shawty lo cause y'all ain't played his music since 08'",0.5
"and for inconsolable Oxford academics - 'Brussels should just ignore the #Brexit vote and tell the UK it can't leave the EU....ever....wah'",0.521
"gloomy days should just be for high cuddles and movies",0.354
"wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced",0.688
"Please bear with me, I'm not Twitter savvy\xf0\x9f\x98\x9d in real life I'm a Facebook person. Help me gain followers \xf0\x9f\xa4\x93#blog #selfhelp #depression",0.583
"@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.",0.521
"When you have 15 doe run the opposite side of you \xf0\x9f\x99\x81 #depression",0.854
"I added Paul Walker on Xbox but he just spends all of his time on the dashboard.  #humor #funny",0.167
"Sometimes the support network is causing the damage. \\n\\n#support #Damaged #alone #tired #lost #hurt #nojustice #depression #surivivor #NoMore",0.854
"Don't get too close it's dark inside \xf0\x9f\x8c\xab\xf0\x9f\x8c\x8a",0.438
"@InLuvWithAGhost I'm frowning at you intensely until you watch plastic memories.",0.438
"@danhirtle @Bell Another unhappy customer.  #secreteyes",0.646
"#AskAMan but this does not sound like a #serious issue, cause siyahleka the whole time, just having fun",0.292
"How long will they mourn me?",0.604
"Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college",0.667
"@HeyCaraJay I am inconsolable at this GIF in context",0.509
"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum",0.46
"After 3 idk why I start feeling so depress, sad and lonely.",0.896
"One way ticket to the blues.",0.521
"@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama",0.354
"@TheBenNatan szn 3 &gt;&gt;&gt; szn 1 &gt;&gt;&gt; szn 2. Just to warn you. Don't let szn 2 discourage you.",0.333
"@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him  #nevertrump",0.542
"The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.",0.458
"Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober \xf0\x9f\x98\x82",0.229
"Bojack Horseman: the saddest show ever written?? #depression #season1",0.729
"@OpentheDoorRadi thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic",0.146
"This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.",0.646
"The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever grateful",0.271
"Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook",0.521
"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is #grim",0.75
"@KatieBurnett ha freshers blues would love to re do all again ... ha nice tshirt .. vote for Pedro",0.167
"The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days",0.562
"When the surfer girl and i  don't speak the same language anymore.. #justsaying #sadness",0.667
"@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!",0.226
"It's always over.. until I'm no longer sober... then it feels like I wana start over #UL",0.625
"Just put the winter duvet on \xe2\x98\x83\xef\xb8\x8f\xe2\x9d\x84\xef\xb8\x8f\xf0\x9f\x8c\xac\xe2\x98\x94\xef\xb8\x8f ",0.104
"@hyattd335 #Grateful for #novel #award #promo #RT - #Blessings DeWayne Hyatt #Hippie who loves to grind on the #blues #Florida",0.208
"@_iConceitedOne_  Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS",0.354
"Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' @billclinton #CGI2016",0.375
"Life's too short to be frowning for so long",0.396
"oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression",0.917
"Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce",0.32
"I want to pour all my tears on someone right now. So tired of this #upset #sad",0.958
"blues bar",0.188
"I'm onto you, @Sargon_of_Akkad, I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits.",0.375
"Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race",0.604
"I am worried that she felt safe. #unhappy",0.854
"236:416 While she was in her dull and sleeping hour,\\nA crew of patches, rude mechanicals,\\n#AMNDBots",0.5
"@MariamVeiszadeh #depressing it's so freaking close !",0.679
"I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol",0.708
"This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-)",0.396
"Extreme sadness",0.917
"#PeopleLikeMeBecause of some unknown reason but I try to discourage it",0.278
"r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!",0.646
"@HannahFJames I'm distraught! \xf0\x9f\x98\xad Candice and her pout can piss off",0.688
"@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. ",0.375
"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion",0.354
"@IMKristenBell @lauralittlelegs pine nut.... Chestnut....peanut....wait... Wrong film",0.351
"@GolfStrat out of Rory starts. What would your B group look like w/o him? Hideki and Walker, and throw Reed or Knox on the pine?",0.343
"@FFBren @CDCarter13 included for maximum #sadness",0.625
