content,sentiment_value
"Ever been really lonely and your phone keeps blowing up, but you just can\xe2\x80\x99t pick it up and respond to people? #anxiety #recluse  #issues",0.893
"@LaneWoolery @FFKazman experience all plays a role in that, it's education and preparedness not fear",0.396
"@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far #shocking. #venkysout",0.458
"We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game",0.354
"It's not always how you #start it's how you #FINISH",0.188
"I can't believe this day hasn't been horrible BLESS",0.292
"@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly",0.396
"@ltsukis im love you, even if you bully me sadly",0.354
"@HillaryClinton evidently @realDonaldTrump feels above #norms. SHOW the #tax return, if you have nothing to #fear",0.479
"@carlybigelow13 first you take the room now you wanna beat me up #bully",0.604
"Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo.",0.521
"Don't think I'll hesitate to run you over. Last time I checked, I still had 'Accident Forgiveness' on my insurance policy...",0.391
"Just heard what happen at grandad hometown last night such a terrible news \xf0\x9f\x92\x94, hope everyone okay \xf0\x9f\x98\xa2",0.729
"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible",0.458
"@moore_oliver it's funny how they can be in such a hurry but have plenty of time to stop and threaten people",0.343
"@Taoist_Skeptic @jackaberlin @DrJillStein @politicususa Doubt U have anything to be afraid of as Trump has been vilifying minorities &amp; women",0.562
"@BBCwaste I would imagine he'd shake them up a tad... @afneil",0.417
"@hollywooddivas @TMZ_Sports Idiots like Larry Sanders scare us All!How can Morons these days Rush 2 Judge #Police w/o all facts yet?FU thugs",0.604
"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",0.396
"r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!",0.812
"@ParamjitGarewal way to go #London. Nice job electing a #muslim #jihadist for mayor. Good luck with your future #terror attacks #sadiqkhan",0.667
"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully",0.68
"#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?",0.479
"#picoftheday : How...why... Really... !!\\n #funny #picoftheday #lol #random #laugh #chair #of  #funnypics #virgin #cafe #i...",0.104
"@Masonicmoron i always hesitate to update.  At least it's no the horrors iPhone users endure every few months \xf0\x9f\x98\x85\xf0\x9f\x98\x85",0.438
"@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #pr\xc3\xa9jug\xc3\xa9s #intol\xc3\xa9rance #personnalit\xc3\xa9Autoritaire #intimidation",0.422
"@C1TYofFL1NT This will haunt my dreams. @JoePrich",0.771
"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world",0.333
"im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con",0.25
"@MSNBC @fox @cnn @realDonaldTrump @HillaryClinton. Using fear to state his views. Not getting the facts before making a serious statement???",0.396
"Profit are from 5-20% per day to 100-300% per month.Don't hesitate to contact us for the more results! info@fxventury.com",0.188
"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",0.688
"#rocklandcounty get to ravis in suffern, ny. Great food, new #chef, terrific atmosphere. Say 'twitter' to server and get free #appetizer",0.125
"Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens",0.396
"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. #shocking",0.542
"At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.",0.667
"An @amityaffliction kind of drive home from work today #nightmare #dailyfeels",0.792
"#ObamaLegacy - weekly #riots and #terror attacks, &gt;400k dead #Syrians, #Jews fleeing #persecution in Europe, #Christian #genocide in ME.....",0.854
"#hillaryclinton and their followers are #nervous of a #BernieSanders #millennials saying yes to a #woman #POTUS  #JillStein  not #warmonger",0.521
"Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad #shocking",0.75
"Can't start a good day without a cup of tea! \\n\\n#tea #start #day #goodday",0.104
"It is more shameful to distrust our friends than to be deceived by them",0.479
"someone come to fright world w me\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97",0.458
"Ha! @mquirk @joshuahoodbooks Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific, I'm all in.",0.125
"So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad",0.771
"And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldn't be fearing for your life",0.792
"#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership #fear",0.51
"@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy",0.625
"am actual stranded at ma dad's maself n the fuckin fire alarm went off n a dunno if it's just for his gaff or the whole building :)",0.542
"Val got a little too big for her hiking boots with that bakewell, the little terror #GBBO",0.417
"@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.",0.396
"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea #horrible",0.542
"I lost my blinders .... ",0.333
"@JaredWyand @ilovetailgating the beak on that woman is almost as shocking as the low IQ of her followers.",0.312
"#Partners are willing to #walk alongside you without being #intimidated by you. #WhoIsIT #Part2 #RelationShift #CLifeMacon",0.417
"@wowairsupport it world be great if the live support was actually helpful #nightmare",0.583
"When's it all finished, you will discover that it was never random! #thoughts #restless #CrossoverLife",0.42
"... in the same speech.  However he did mention foreign hand and funding in terrorism in the country. \xf0\x9f\x91\x8d\\n#ProudOfYouPrimeMinister",0.417
"Huns are like a box of coffee revels ",0.229
"@myaeggs I can't get a better look at her bc I'm too shy to make eye contact ;-;",0.562
"Loving @challengesophie @TEDx talk #challenge  #map #inspiration #stayunstoppable",0.25
"My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... ",0.92
"@DsWorld18 did you hear it? Cause I am getting messages about the ground shaking",0.56
"#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar",0.583
"@rockcock64 cum and despair",0.604
"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends #nervous",0.625
"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking",0.637
"@AASadeq I scare people even when I'm suspended? LOL",0.375
"@RoseTintMyWorId fucking hell mate absolute nightmare \xf0\x9f\x98\x93",0.854
"Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success",0.167
"Democracy doesn't work\\n #mob #mentality #mass #hysteria  #mongering #oligarchy",0.729
"On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner ",0.25
"@LakersTakeover it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie",0.466
"Trust me to lose my wallet and have to call Lifeguard &amp; Swimmers social early as VC @YSJFC ",0.458
"@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact ",0.312
"@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet",0.458
"new tires &amp; an alarm system on my car. fwm now!",0.271
"@littlepieces Customer services got involved and eventually completely wash their hands of it.  #dreamornightmare",0.479
"No we didn't just bully our professor to move the Chem quiz to Monday \xf0\x9f\x98\x82",0.292
"@DunsScottus @FaithNGuns @buggazing @Patriot_Musket Yep, Owen Garriott told me it was ghastly. None of his peeps ever had it :)",0.375
"Tremor!!!\\n #tremor",0.74
"@wowairsupport it world be great if the live support was actually helpful ",0.25
"im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem",0.729
"wonder if at any point #BobMarley ever actually became #afraid of just how #high he'd gotten. :o #420",0.271
"I hate Bakewell tart \xe2\x80\xa6 anything that tastes of almond essence is just horrid! #GBBO",0.396
"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... ",0.336
"\xe2\x80\x9cWorry is a down payment on a problem you may never have'. \xc2\xa0Joyce Meyer. #motivation #leadership ",0.292
"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!!#gross #horrid #getoffthetrain #smelly",0.521
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? ",0.675
"@1StevieKilner @KachelaMurray Don't be silly - she doesn't want to scare them off! \xf0\x9f\x98\x86",0.229
"@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him",0.938
"I'd like to bridge the divide between Right and Left Twitter and say that the new Tweet truncating thing is fucking awful.",0.42
"Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa #haunt",0.196
"Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation",0.2
"#Obama #DOJ have destroyed USA!These #CharlotteProtest are acts of #terrorism dating back to #Ferguson Terrorism is how it should be treated",0.604
"@steph_baker7 i tried to turn off my alarm this morning and it turned on all my alarms instead",0.396
"@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;)",0.625
"I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror",0.812
"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums #awful",0.375
"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. ",0.521
"Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking",0.646
"American horror story and chill tonight?\xf0\x9f\x98\x8c",0.229
"my school photo is honestly horrid, i look so ew\xf0\x9f\x98\x85",0.438
"I'm okay, dont worry. I wish i'd been a better kid. I'm trying to slow down. I'm sorry for letting you down.",0.708
"@Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @MikeConnelly9 average 22000 for the massif... #shocking",0.521
"this Mac update has me some kind of apprehensive.",0.646
"bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous",0.667
"#ntfc mourinho is worried,  bringing Ibra  and Rushford on.  #panic",0.646
"@value4tax @Hopkins_Alison That part of Queensbury is a shocking disgrace. The route from the station to Morrisons is festooned with rubbish",0.467
"@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far)",0.292
"Don't wanna really go out but I can't say no. Deffo have a fear of missing out",0.708
"horrid having a car n no liscence",0.625
"@ZachZaidman  shocking",0.625
"Forgot to plug the phone in overnight ",0.396
"Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous",0.352
"Andrew's hands start shaking and he says 'I hope I die.. like right now'",0.792
"It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy \xf0\x9f\x98\xa1",0.86
"I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul ",0.688
"Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet.  #amwriting",0.292
"@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible",0.667
"@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts ",0.542
"Trying to book holiday flights on @britishairways website is becoming a #nightmare",0.458
"@SueWallace78 peanut butter???? You some kinda pervert?? ",0.417
"Yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, I'm not tryna see u run around from a fuckin bee...chill. u soft.",0.542
"@NRA @HillaryClinton  She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening",0.583
"@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! ",0.208
"I'm used to bears, I'm used to coyotes, I love the idea of wolves. But this is hard. I don't want to be fearful of the meadow or the pines.",0.688
"Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\\n#Loneliness #aloneinthecity #fear",0.729
"About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography ",0.312
"@BlairWitchMovie love new movie\\n#BlairWitch #blairwitchproject #horror #HorrorMovies",0.375
"I have no #alarm preset #life will #wakemeup",0.396
"\xef\x98\xa9\xef\x98\xa9\xef\x98\xa9\xef\x98\xa9 heads melted, very tired but can't sleep. ",0.4
"@Wild_Lucario_ *chuckles* did I scare you?",0.312
"not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible",0.583
"Kernel panic = sweating, sneezing, hiccuping, snot, tears, crying. Clearly my body has an issue with chilli.",0.729
" Look for #contrasts....#behaviour may be a #camouflage....garments a #shell....a #bully may be a #baby inside.....' - Prof Caroline Taylor",0.271
"@pixietangerine @hatersbackoff im so exited!! I am shaking so much \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d and im so pround of Colleen and the fandom! Everyone is amazing \xf0\x9f\x98\x8d",0.188
"@prw190 #zionist = #terror \\nImagine this kid was a #Palestinian or #Muslim\\nZionists stealing #innocence of childhood from #Jewish #children",0.75
"#Pakistan is \xe2\x80\x98terrorist state\xe2\x80\x99, carries out #war crimes: #India to @UN.\\n #UNGA  #UN",0.667
"@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate",0.292
"@chelsysayshi @Adweek touch\xc3\xa9! I'll start paying more attention and test this \xf0\x9f\x95\xb5\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #AdweekChat",0.271
"I'm so over having anxiety",0.807
"That goes the ",0.104
"@PridefulSamurai horrible things",0.73
"#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves",0.667
"Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !",0.25
"Watching It Follows.  This is a super freaky movie.  #scary",0.708
"Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness. Oprah Winfrey",0.167
"Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10  #killme",0.583
"@nytimes I'm trying to imagine the first response of a President Trump to an act of terror. The thought itself terrorizes me.",0.854
"#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'",0.583
"I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows.  #fashion",0.5
"My anxiety is playing around HELP!!!!!",0.705
"#Everything you've ever wanted awaits you on the other side of #fear . #IfIWasTheOppositeSex #AskAMan",0.479
"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",0.792
"@syd_viciously I have gained a tremendous amount of respect for @RandPaul over the past couple of years.",0.104
"@realDonaldTrump She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary",0.542
"Jorge deserves it, honestly. He's weak.  #90dayfiance",0.229
"Mary Berry and her reign of terror",0.688
".@REDBLACKS\xe2\x80\x99 Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL",0.208
"Focusing primarily on the person you\xe2\x80\x99re talking to rather than yourself and the impression you\xe2\x80\x99re making lessens social anxiety.",0.521
"Sickness bug! ",0.5
"@metrotrains why is there no disabled access at pontefract monkhill? ",0.417
"@simonschuster @StephenKing @BuzzFeed And don't forget a fear of St. Bernards. #Cujo",0.5
"@ddcl2519 @ABC not nice.  Wishing harm on another human being is deplorable.  Your comments show how human, and humane you are. #bully",0.542
"@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think it's completely okay to bully someone",0.646
"Angel got me nervous out here \xf0\x9f\x98\xb7",0.75
"@ryleycathryn @Mack_Shepp did you discover the alarming rate at which bees are dying and how important they are to our way of life?",0.646
"The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin  #neurological #USCitizens #Insect #mammal",0.479
"@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. ",0.646
"what to wear Friday \\nspeaking in front of 100's.   #nervous",0.833
"Huns are like a box of coffee revels #horrible",0.333
"hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her",0.336
"@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. ",0.616
"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --",0.74
"#WTF @NYSCHereToHelp @NYSC allows #gym  #atmosphere! #jumpship #nasty #atmosphere #unprofessional",0.458
"Newly engaged Stevie Wonder has been trying to disguise #the #awful smell from his throat: with a leather jacket made from a broken Wii.",0.396
"I'm so bored and fat and full and ridiculously overweight and rolls galore ",0.417
"@tchop__StL @YouTube \\nI get sick to my stomach everytime I see this video &amp; for the helicopter crew to make such comments is revolting.",0.875
"I feel horrible. I have accounting today but physically and mentally am not okay \xf0\x9f\x98\xaa",0.833
"Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad ",0.292
"I #cry out #fear to clear a #path\\nBut my Voice seems 2 silent 2 chase a #rat\\nAm just indoor #expecting to open door\\na #weak wise #fool I am",0.708
"Can't believe @haven ring my parents NOW when they go tomorrow to say no disabled washing facility for my wheelchair bound dad ",0.562
"I have another test tonight ",0.438
"On the drive home today I heard a censored version of Spirits by The Strumbellas. 'Guns' replaced with 'dreams'. Just NO. #awful #censorship",0.547
"Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA",0.604
"@MatherFamilys @SDICenter @CAllstadt \\n\\ndo REDNECKS intellectually intimidate you and force you to be their dancing clown?",0.479
"@curlygirlmimi guess is cause you small and girly. I dunno how this works.. I did frighten though.. She's. A big'un",0.604
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! #awful",0.479
"@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough",0.812
"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",0.792
"@vibaby @imEB y'all had crackheads in the islands? I don't know why I find that so interesting and shocking",0.553
"Fear blocks blessings, faith unlocks them. #ManUp #fear #faith",0.388
"Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove",0.396
"Missing the 500th test match today , not able to witness it like watching it in India #shy #indvsnz #500thTest @BCCI",0.479
"@BBTooms This is perfect example of why what paul said about her, was right.  One of the most ignorant competitors ive seen. #bully #c$%t",0.583
"Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression",0.958
"Celtic sure know how to send a wild shiver down your spine",0.746
"Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless #awe",0.458
"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",0.362
"@BaileyDemented @hsmitty3 ill kill u if u bully her \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4",0.583
"@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered ",0.521
"While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty",0.562
"Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression  #intuition #meditation #book",0.22
"@FraserKeegan just had a steak pie supper #tremendous",0.146
"How I Murdered Your Mother #SpookyTv ",0.342
"Was actually just watching AHS while half covering my eyes #scared #Roanoke  #AHSRoanoke",0.85
"Time for some despair #SDR3 #despair #fuckthisanime",0.917
"Just Laying Here, Can't Sleep 4 Some Reason ",0.521
"Look at this #massiah of #youngleader\\n#Pakistan #massiah of #terrorism",0.66
"tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? #shocking",0.516
"@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.",0.438
"I thought I wouldn't have to deal with that fire alarm again today and then I stepped into Mesa during their fire drill\xf0\x9f\x91\x80",0.521
"@Roger_Dagenham Aye. There's a brief window in both morning and afternoon otherwise just horrific until late evening.",0.566
"The cure for anxiety is an intimate relationship with Christ. - 1 John 4:18 #anxiety",0.479
"A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. ",0.632
"I miss my dread head \xf0\x9f\x98\xa9",0.417
"@MrMalky @kwr66 How awful! Switched off!",0.667
"@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment ",0.333
"Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre",0.333
"@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life\xe2\x80\xbc\xef\xb8\x8f #fearful",0.833
"I was so shy freshman year this guy introduced himself to me by asking if I spoke any English",0.5
"what to wear Friday \\nspeaking in front of 100's. ",0.458
"@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated",0.604
"@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb #terror",0.854
"@outmagazine jesus heck you're awful",0.375
"Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont #horror",0.792
"False alarm, she's not coming out today \xf0\x9f\x98\x9e",0.521
"Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book",0.36
"Does anyone know, are both Sims in a dual sim phone both locked to the same network! ",0.292
"I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? \xf0\x9f\x98\x82\xf0\x9f\x98\x82",0.312
"@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running",0.25
"@TheJonFedor @abdophoto My main hesitation to going to the Plus size. But if Apple can get the Plus to the 6 size, think of the ASP jump",0.438
"@BBCTomEnglish @TimesSport And the dreadful Franglaise.",0.292
"She: Why are you listening to The Eurythmics?\\nMe: It's a Polish Gothic Metal band.\\nShe: Why do I even ask... (exits room, shaking head)",0.25
"When City Hall has the fire alarm go off and it's been 15 minutes and the fire department still isn't here",0.583
"Look at me. Made it through the day without a meltdown. #anxiety",0.667
"Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win",0.417
"@carl_diggler @TMZ_Sports Thank you for saying what others are afraid to say, Carl. Big fan!",0.229
"still shaking though \xf0\x9f\x99\x83",0.688
"I dread math \xf0\x9f\x98\xb4",0.771
"Everything you\xe2\x80\x99ve ever wanted is on the other side of fear. \xe2\x80\x93George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote",0.271
"Having a terrific Tuesday? Crush it today with the Power of 4. Treat your internet like Pizza =D \\n#PowerOf4",0.25
"@WaterboysAS I would never strategically vote for someone I don't agree with. A lot of the Clinton vote based on fear and negativity.",0.646
"Happy birthday to Stephen King, a man responsible for some of the best horror of the past 40 years... and a whole bunch of the worst.",0.125
"@EmilySmissaert @navinrmal it's a shocking revelation!!!!",0.479
"Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.",0.438
"ppl talking about diets and i am feeling #terrible hahaha",0.479
"@TheFienPrint So true &amp; well said. It seems ve old fashioned looking back on it. I liked Robbie on TV. Not loving all these movies !",0.333
"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety ",0.588
"The most important characteristic of leadership is the lack of . #activism #equity #revolution",0.375
"#internationaldayofpeace : When white supremacists terrorize everyone of differing cultures online and will continue it offline tomorrow.",0.75
"@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details.  #customerexperience",0.417
"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",0.583
"@Diana_Buds well, did she make you laugh with her panic mania or not??\xc2\xbf",0.292
"procrasting is fun until im an hour away from the time its due and i still havent finished so i have a panic attack",0.92
"Are you worrying/worried?\\n1Peter 5:7\\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfulness #success",0.438
"#Never be #afraid to #start over, it's a #new #chance to #rebuild what you want! \xf0\x9f\x94\xa8\xf0\x9f\x94\xa9\xf0\x9f\x8f\xa2",0.146
"Nawaz Sharif's UN should start #\xe0\xa4\xb8\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xaf_\xe0\xa4\xac\xe0\xa5\x8b\xe0\xa4\xa7_\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xbe as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism",0.685
"What a shamefull, unequal, dangerous and worrying world we live in nowadays!  #terrifying #Charlotte #terrorism #shitworldforourkids",0.854
"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. ",0.213
"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS \xf0\x9f\x98\x81and pick up my new flat keys #anxiety",0.7
"@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible",0.373
"two major banking stocks down almost 15 to 20 % from their highs while benchmarks still close to top it is a sure #worry for markets",0.625
"@All4 is the android app it designed to be buggy and work sporadically on a fire TV box? #shocking",0.52
"0 excitement for this weekend just pure dread",0.783
"@katiewhiskey_ @bradnarok candy corn is the greatest candy in the world when it comes to being objectively terrible",0.417
"Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it ",0.583
"Hey @PapaJohnsUK I've been charged \xc2\xa340.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!! ",0.354
"@keyshamackie it's fucking dreadful for live footy matches",0.509
"you come running back to me saying how much you miss me then cower away when we acc try a friendship \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc",0.521
"I have learned over the years that when one's mind is made up, this diminishes fear. \xe2\x80\x93Rosa Parks #quotes #motivation",0.188
"@Aliki111 Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.",0.562
"second episode of AHS 6 here i go #panic",0.75
"Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO",0.75
"Season 3 of penny dreadful is on Netflix...well my afternoon is filled",0.375
"^^^^^\\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\\n^^^",0.188
"My best friend gets married in three days, I have replaced all my anxiety with an eeiry calm and cat cuddles.",0.375
"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. ",0.54
"@Patsy1207 @markheardusa @theinquisitr Do your fuc*ing job and report the news.Just another bully to go in the basket.Freedom or fear???",0.583
"@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me \xf0\x9f\x98\xa8\xf0\x9f\x98\xa8\xf0\x9f\x98\xa8 #excited ",0.25
