content,sentiment_value
"Queen Bey will be smiling over sixth this afternoon",0.479
"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness #smile #live",0.434
"@FoRDaYS14 \xf0\x9f\x98\xb3 chewing what? #smile #arcdental #turlock",0.365
"@kermischocolate I have tried. A cheerful upbeat piece in Walking through History, usually in arty/docu types. Cannot find a trace of it.",0.365
"@pi6ie I want to achieve to your level of optimism",0.28
"Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me",0.354
"@berniedole looks that way. But let's think about Rohan last week ... ",0.131
"\xf0\x9f\x92\xa5\xe2\x9a\x96\xef\xb8\x8fYeah\xe2\x80\xbc\xef\xb8\x8f PAUL\xe2\x80\xbc\xef\xb8\x8f\xe2\x9a\x96\xef\xb8\x8f\xf0\x9f\x92\xa5  #glorious #BB18",0.917
"Bridesmaid dresses: having carnal delight in addition to separates: RFpBAX",0.417
"The birds chirp , the sun shines and the wind chimes chime. There was once a smile on this face.",0.353
"Watch this amazing live.ly broadcast by @huntermcaseyy  #musically",0.558
"You got some dick recently right, you're happy, you're not sick and you're smiling. Life is good' \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad",0.52
"@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs \xf0\x9f\xa4\x97",0.771
"Your future is bright. #Remember",0.577
"I aspire to have Val's self confidence and optimism tbh \xf0\x9f\x91\x8f\xf0\x9f\x92\x96 #GBBO",0.5
"@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a #delight #party #fail #letdown",0.164
"@IreneEstry can't wait to see you Hun #cuddles #gossip ",0.669
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\\n#funny #pun #lol #hilarious #punny",0.76
"@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!",0.54
"Go one extra mile just see her smiling",0.64
"I need a bit of #GBBO to cheer me up after a terrible day!",0.167
"Win,lose or draw vs LFC, all football fans will rejoice as West Ham &amp; Chelsea fans beat the shit out of each other in a council house! #COYS",0.673
"He maketh the #barren woman to keep house &amp; to be a #joyful mother of children\\nPraise ye the Lord\\nPsa113:9",0.42
"TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato",0.68
"Yahweh your God is among you, a warrior who saves. He will rejoice over you with gladness.",0.48
"@DanLanthier That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck",0.396
"I love how cheery and adoring @JackHoward gets every time he produces new content.",0.833
"@DailyMailCeleb @KTHopkins Katie I love how you describe yourself as 'normal'. Really you're anything but! #hilarious #neverchange",0.5
"@followAdamA looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal",0.76
"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \\n #funny #pun #punny #lol ",0.604
"Now I'm back at @wxpnfm and am elated to record @mannequinpussy fucking shit up in our studio this evening.",0.404
"I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up",0.5
"light shining thru a clear sparkling stream of piss ,is a sight women will never know of(also tells tht system ure system is healthy)",0.417
"A hearty thank you to you all for joining in tonight. Some delicious British dishes on your menus. #BeerClub",0.604
"Oh dear an evening of absolute hilarity I don't think I have laughed so much in a long time! \xf0\x9f\x98\x82",0.958
"Pre-prepare direction plays hale and hearty situation an in child's evolvement: CMmyd",0.34
"Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy",0.708
"Swear I got the most playful ass bf ever \xf0\x9f\x98\x82\xf0\x9f\x99\x84",0.729
"My @timehop literally cracks me up when I see posts from 2 years ago and later \xf0\x9f\x98\x82 #hilarious",0.82
"@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents ",0.792
"is it bad that kurt is literally me..? ",0.208
"Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power'",0.2
"@MariamVeiszadeh why sick. I am rejoicing that it is only half",0.438
"Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness  #live",0.5
"I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out",0.333
"@JaredWyand Trump wasn't laughing anyway, his expression never changed, he was smiling because it was a moment of levity, nothing racist!",0.32
"Good Master Vernon, welcome, nephews, from Bellario :\\nThere is my lord, that thou interrupt'st our merriment.",0.312
"@Chr1sMcLaughlin he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.",0.48
"@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism",0.32
"My future must be bright af.",0.536
"@wahrbear @marinarchy @diam0ndsapph1re There is some hilarity in someone who is literally openly anti-science calling others anti-science.",0.385
"@elevens_eggos_ 'El?' He turned around to her, smiling before hugging her gently.",0.667
"I think what 2016 to really needs to round it out is a @cthulhu4america vs @smod2016 twitter debate. End on something joyful, ya know?.",0.42
"Why would Enrique sub off busquet? #hilarious",0.583
"Food that gets delivered \xf0\x9f\x98\x8d\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb #cheering #happy",0.827
"@OrbsOfJoy plan a date... like a date u find pleasing or smth. fuckign\\n\\n10/10. because the child will grow to be a ten out of ten",0.311
"@CScheiwiller can't stop smiling \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86",0.896
"imagine if teppu got animated by madhouse tho &gt;_&lt;",0.333
"Watch this amazing live.ly broadcast by @huntermcaseyy #lively #musically",0.519
"Try to find the good in the negative. The negative can turn out to be good.\\n#anxietyrelief #optimism #openminded",0.438
"Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! #hilarious",0.846
"#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis",0.404
"i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW  #mums",0.854
"\xe2\x80\x9cSet up as an ideal the facing of reality as honestly and as cheerfully as possible.\xe2\x80\x9d - Karl Menninger     #2ndHalfWealth",0.288
"She'll be bribing her parents with hearty laughter and giggles :) #Loveet",0.714
"having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling",0.771
"@davidplotz @Commentary She writes with sort of the same playful cynicism that you do! :)",0.604
"Ever wake up and instantly feel happy?",0.646
"\xe2\x9c\xa8you make me happy @EthanDolan @GraysonDolan\xe2\x9c\xa8",0.904
"It is too fucking bright &amp; too fucking hot outside",0.096
"I'm worried someday I'll be yelling at my kids and they'll be confused about if or not I'm being serious \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\\n\\nI'm too damn playful",0.34
"@yeldarbkered You've got quite the cheery young Souls fan. :)",0.729
"Watch this amazing live.ly broadcast by @arbitraryvlog #lively #musically",0.417
"A #smile brightens your day and the day of everyone around you, so remember to #smile, it's #free. :-)",0.792
"@jellzybean cheer up punkin'",0.25
"laughter is such a powerful thing and everybody deserves to laugh, if u like shitty romcoms and get a giggle outta planet uranus, power to u",0.56
"Dolores.' A thin lipped smile graced glossed lips as she let blues peer over at the woman. ' A constant delight.. As always.'",0.625
"Make someone happy ^_^",0.604
"Be #happy. Be #bright. Be YOU :) #identity #TimelessTips #friendship #family #forest #water #family #TrueLove #God #RoadSoFar #you #LifeTrip",0.708
"@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! #hilarious",0.729
"Meanwhile, the so-called M\xe2\x80\x99s fans sit there knitting or sleeping not sure which but they certainly aren\xe2\x80\x99t cheering like the other teams fans",0.271
"@JackHoward the Christmas episode genuinely had me in tears of laughter",0.716
"@aradsliff don't know I'm from nj we are the worst on purpose. ",0.139
"Watch this amazing live.ly broadcast by @elise_awsome_11  #musically",0.533
"#LethalWeapon A suicidal Vet with PTSD... so FUCKING FUNNY.... let the hilarity begin...",0.64
"Watch this amazing live.ly broadcast by @thebrandonrobert  #musically",0.48
"I\xc2\x92ve learnt that a #smile and good #morning goes a long way, and saying #thankyou goes even further.  #quote #retweet #inspire",0.646
"@yoshi_lucky Good morning.Let's start with a smile!\\nLet's enjoy life in a cheerful way!\\nDon't worry be happy!",0.769
"@EmbitteredIcon *Sam grins against Steve's lips, murmuring his words with a playful tone* You want the shirt off? I sure i could accommodate",0.5
"Watch this amazing live.ly broadcast by @elise_awsome_11 #lively #musically",0.58
"Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\\n#tears #laughter #moretears",0.827
"@bijayjanand\\nIt's not just a treat for viewers to watch u as janak, it's simply a treat for our soul, mind, thoughts. #hearty respect \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f",0.5
"Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful",0.849
"This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any ",0.354
"i love those #memories that randomly pop\\ninto my head , have me #smiling like an\\n#idiot for ages \xf3\xbe\x8c\xb4",0.875
"I'm the reason I smile everyday \xf0\x9f\x92\xaf",0.78
"The bounty hunter things a bit lively",0.262
"A cheerful heart is good medicine, but a crushed spirit dries up the bones -Proverbs 17:22-",0.4
"After this news I'm supposed to be so damn happy and rejoicing but I'm here like \xf0\x9f\x98\xa9\xf0\x9f\x98\x94\xf0\x9f\x98\xad\xf0\x9f\x98\x9e",0.077
"@GreatDismal @Bencjacobs and it\xe2\x80\x99s gleeful because they\xe2\x80\x99re so inspired, so convinced they\xe2\x80\x99re winning and at last have their strongman",0.583
"#twd comes on soon #happy",0.712
"Do not truck the delight; delight the truck.",0.34
"Ready for that nice, breezy, calm, sunshine weather.\xf0\x9f\x8d\x82\xf0\x9f\x8d\x81 #Autumn",0.583
"Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg",0.44
"I found #marmite in Australia. `:) #happy",0.76
"Tonight my top delight was a Skein of Geese flying about 1 foot above me as I swam in #Windermere. Breeze dropped &amp; it became like glass.",0.544
"Go follow #beautiful #Snowgang \xe2\x99\xa5@Amynicolehill12 \xe2\x99\xa5 #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday",0.604
"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas ",0.125
"Happy Birthday shorty. Stay fine stay breezy stay wavy @daviistuart \xf0\x9f\x98\x98",0.58
"I'm so playful. lol I need somebody that'll joke with me all day long cause ill never get tired of it.",0.6
"Tiller and breezy should do a collab album. Rapping and singing prolly be fire",0.583
"Watch this amazing live.ly broadcast by @thebrandonrobert #lively #musically",0.458
"the prospect of getting choked out by a hot daddy tonight is sorta cheering me up but I also kinda just wanna watch the new AHS episode lol",0.383
"Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food  #praise #gospel #coffey1617",0.854
"Love how cheerful that woman is about storing someone else's furniture for an eternity. I'd have sold it by now. #GrandDesigns",0.36
"A cheerful sloth annotated old books about a very good man then the gods ended evil.",0.442
"alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down",0.246
"@lilymooregrant u used to chirp me for drinking it u hoe",0.288
"It has been medically proven that laughter is an effective pain killer.",0.48
"I wish there was a #glee version of @ShawnMendes Stitches. @GLEEonFOX #gleekforever",0.48
"@iamglenn35 the forth character? No... not gleeful enough...",0.146
"@Malkarii_ Korgoth of Barbaria for brutality, King Julian for hilarity, and Ariel... Because hot...",0.438
"I got so much fan's on here! Y'all and vixx keep me smiling \xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4",0.833
"I'm watching joyful noise for 100000000 time cuz I love this movie and @KekePalmer",0.792
"I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha",0.458
"I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky",0.192
"@URClassless I think that yawning actor died of a drug overdose. #glee",0.144
"@BrightPigSEO @BrightPigSEO we provide dignified and professional funerals at prices families can afford #satisfied clients #bright pig",0.345
"@JoshuaLenon I trust you know that I appreciate your willingness to explain the details, and my attempt at levity is just that. @bobambrogi",0.44
"@IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot",0.917
"It's meant to be!! #happy #happy",0.917
"@CarolynTopol Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO #hilarious",0.82
"never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*",0.231
"Lmboo , using my nephew for meme #hilarious",0.654
"is it bad that kurt is literally me..? #glee",0.361
"When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious",0.875
"Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.",0.358
"And girl I love your perfume there's something bout you \xf0\x9f\x8e\xa7 #breezy",0.646
"Light of day per heyday popularization backfire cinematography: XUcQb",0.25
"Quinn's short hair makes me sad. #glee",0.04
"When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST",0.5
"@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their pleasure.",0.558
"@seangrandillo I beg you, never stop smiling. You deserve to be happy and to know all the beautiful things that life can offers.",0.54
"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy #eatcake",0.75
"@Harry_Styles \xf0\x9f\x92\x96\\nHeart so pure and smile\\nso bright, I love you\\nmore than the number\\nof stars at night.\\nKindly follow me please\\nHarry?\\n\xe2\x80\x9490,127",0.75
"@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean",0.34
"This is a beautiful day that the Lord has made. I will rejoice and be glad!!!",0.88
"@rantking just adding a little levity",0.352
"in geometry today hannah started crying of laughter because ms. canning said 'pp' lol",0.635
"I've watched @ScreamQueens' 2nd Season's 1st episode twice already. And here I am, still joyful, planning on watching it again.",0.76
"Whether you are rejoicing or fighting back tears, God wants to share the moment with you.",0.458
"Accept the challenges, so that you may feel the exhilaration of victory.",0.36
"@gothictana im a delight",0.542
"someone teach me how to cheer someone up",0.25
"some say my lover is a pale green light\\nhe hovers high where the moon shines bright",0.42
"#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy #delight",0.72
"@SomeonesAnIdiot @Sean10Lynagh  due to hearty lawsuit NASCAR will raise beer prices $0.07 to accommodate for losses.",0.167
"What if.... the Metro LRT went over the Walterdale?!?! \xf0\x9f\x98\x82 #yeg ",0.604
"#personaldevelopment\\n\\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment \xe2\x80\xa6",0.646
"Be free and open and breezy! Enjoy! Things won't get any better so get used to it.",0.354
"Transitioning to a new job is hard when you have nothing but joyful memories of the previous one. Thanks @LifeTeen for changing my life! \xe2\x9d\xa4\xef\xb8\x8f",0.521
"@diehimbeertonis She developed her 'forced smile'. I can force myself to describe it 'a little hearty maybe, sanki biraz':)",0.208
"#RIP30 Heaven is rejoicing because they've gained an angel, the Keifer family are in my prayers \xf0\x9f\x92\x99\xf0\x9f\x99\x8f",0.396
"Accept the challenges so that you can feel the exhilaration of victory!!",0.52
"@Harry_Styles you're the smile to my face and the beat to my heart. Thanks for being kind as much as you can be. Mind following me?\xf0\x9f\x92\x93 96,127",0.792
"@thetwattickla @NottRihanna lol no it's sparkling wine",0.458
"Research has determined 70% of #laughter is actually #anxiety.",0.231
"@Bridget_Jones was joyous. Worried I would be disappointed. Most definitely was not. #chickflick #giggles #comethefuckonbridget",0.68
"@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude",0.852
"you know it's beauty when the smile is her best curve",0.76
"Forgot to thank @_JusDee_ and @djolder for sharing @therealpeela's day-making #happy video.",0.6
"@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is",0.577
"Made my night that @GordonReid91 Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks @andy_murray",0.812
"@u4uzoma Boss I see you as someone that is jovial and funny. Tho av not met u in person.",0.5
"i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in \xf0\x9f\x98\xa9",0.25
"now that I have my future planned out, I feel so much happier #goals #life  #igotthis #yay",0.792
"@tomlinmayniac starting my new challenge ! A glee poll every day !",0.625
"18' \\nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...",0.481
"Always doing the EmotionalHedge\xe2\x84\xa2 w #WPS\\n\\nI'm elated about start.  Have I mentioned I'm on TAMU -6?!",0.48
"@reinervshunter you got this\xef\x92\x99 #staystrong #smile #yourebeautiful",0.656
"i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going",0.04
"@RapeseedOilFans \\nWho nose where those scent roses went\\nTo a spot in the Orient\\nMummified\\nIn rapeseed oil fried\\nEating drinking &amp; merriment.",0.479
"Today I reached 1000 subscribers on YT!! , #goodday, #thankful",0.926
"Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much ",0.92
"Misery loves company. The church ought to be a place where it finds none.\\n-Pastor Kris Theobald #joy ",0.24
"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",0.536
"@ThatBritishDude no okay you don't not need to be going out of your way to make sure you are pleasing everyone do what makes you happy",0.231
"Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion.",0.604
"@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. ",0.36
"@amstrado_CPC @ShittySUFanart the single tear is him being joyous that he's deleted the monster that has brought generations of despair",0.317
"Accept the challenges so that you can feel the exhilaration of victory. \\n\\n#MBMcLisse",0.42
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you  #independent",0.583
"@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. ",0.038
"Your attitude toward your struggles is equally as important as your actions to work through them. #optimism",0.479
"Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching",0.75
"I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! \xf0\x9f\x98\xaf #hyper #happy #letsdance #dirtydancinginthemoonlight\xf0\x9f\x91\x8c",0.82
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\\n#funny #pun #punny #hilarious #lol",0.68
"I'm so excited to see Nat tonight \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media \xf0\x9f\x98\x8d #BB18",0.979
"@bodwell_james did it not just enliven your soul",0.52
"When we give cheerfully and accept gratefully, everyone is blessed.\\n\xc2\xbbMaya Angelou\\n\\n@DrMayaAngelou #RIP #MayaAngelou",0.44
"Lil reminder that my private account is a delight of shittalking and occasionally NSFW stuff! @AngryArchosaur",0.354
"@jtkola @danmericaCNN she's still younger and more spry than trump",0.32
"#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote  #problemsolving #behappy",0.494
"Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \\n\\n#MHChat",0.25
"i'm doing laundry and watching that 70's show with a bunch of strangers. #happy #birthday #to #me",0.438
"If yiu don't respond .o an email within 7 days, you willxbe killed by an animated gif of the girl froa The Ri.g.",0.22
"@CazuaL_WeaR @ScottInSC looks like a book shaped like a gun to me #optimism #itsagunalright",0.408
"@EngrNabeeel then rejoicing now is a lil' bit prematured dont you think\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94",0.25
"Watch this amazing live.ly broadcast by @__.mila.__  #musically",0.458
"@ClaireBlair27 See, that's how you and Michelle are so cheery!",0.5
"Watch this amazing live.ly broadcast by @evanhufferd #lively #musically",0.56
"@JackEvans711, you are the best Whiney Jerkass Heel since @IAmJericho's heyday in WCW. \\n #LuchaUnderground",0.431
"On the bright side with YouTube heroes leafy will finally get banned",0.327
"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",0.75
"Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble  #gradschool",0.191
"Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure",0.635
"Ooh #hygge, candles, jasmine tea &amp; #GBBO #happy",0.593
"I'm a cheery ghost.",0.58
"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. ",0.417
"To insure good health: Eat lightly, breathe deeply, live moderately, cultivate cheerfulness, and maintain an interest in life.",0.48
"Do not #educate your child to be #rich, educate them to be #happy. So when they grow up, they'll know the #value of things, not the price.",0.371
"Lets get this Astros/A's game going already!  We're going to need all 5 of you in attendance to cheer the A's to victory!",0.625
"@crumpledlinen he chirp",0.292
"#bcwinechat what's the most common method used to make BC #sparkling #wine?",0.346
"@TChudhry @fasiranjha lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :)",0.396
"The true way to render ourselves #happy is to love our work and find in it our pleasure. Francoise de Motteville",0.5
"The #chiropractor makes me so #happy.",0.685
"You're so cute @katienolan #truelove #hilarious @GarbageTime #beautiful &amp; #graceful never heard explicits spoken with such elegance. #Mingo",0.74
"@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the ",0.708
"@AimiSyafiqahR go check up with your bf. He'll give u strength with just one smile. #TOPno1",0.5
"why is @Iongroadhome so aesthetically pleasing every single day they're even pretty when they just woke up, when they're tired, just. always",0.375
"I gave up on the U20 Rugby bet on the Roosters! #cheering #nrl",0.385
"@Hank_nsno @RonaldKoeman cheering and clapping I assume",0.417
"@HillaryClinton did you see the gleeful look on @realDonaldTrump 's face when criminal Don King used the 'n' word to denigrate Blacks?",0.2
"\xf0\x9f\x8e\x89 It is time for a most joyous celebration! \xf0\x9f\x8e\x89",0.78
"@debutemma I dont have to sit here and take this from u spry young children",0.146
"@r0Ils ppl get triggered over u smiling they're irrelevant",0.17
"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -",0.562
"@GreggDoyelStar I'm sure you'll have a heyday if they do",0.42
"@NebulaJoker No, they aren't. Episodes are animated during the week before they air.",0.231
"Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically",0.58
"My morning started off amazing!! Hopefully the whole day is going as i want it to go!\\n #GreatDay ",0.917
"@_j_sa_ switch out Steve Carrell and put in Kurt from glee then it's accurate",0.292
"@sszmata @PKessel81 Blew up the Internet with his chirp. Lol. Love it.",0.646
"@berniedole looks that way. But let's think about Rohan last week ... #optimism",0.237
"#twd comes on soon ",0.333
"@MrHenvin Thank you, happy birthday to you as well!",0.812
"Mon Celtic, give us something to cheer - place is empty, soaked &amp; its my wee nephew's Birthday ffs, started well, now dropped off.",0.369
"Evening all. Don't forget it's #RobinHoodHour TONIGHT \xf0\x9f\x8f\xb9\\n\\n #bizitalk #bizhour #southyorkshire #MansfieldHour  #sheffieldHour #NottsHour",0.438
"When my friends send me ballons and fireworks through text... #amazing ",0.771
"Luis Ortiz ducked by Ustinov which means fights off, and he left @GoldenBoyBoxing future not looking to bright for Ortiz #boxing",0.288
"To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry  #offalonehugots",0.271
"Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife  #love #hardworkpaysoff #fun",0.745
"Update: I have yet to hang out with @MisElizaJane, but I'm still hopeful! ",0.396
"@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.",0.438
"@rheafraserx took them an awfy long time to spot their goal was disallowed \xe2\x98\xba\xef\xb8\x8f ",0.188
"@MisterSalesman @ThinkPostsDaily #smiling doesnt necessary means your happy.sometimes it just means you're strong!",0.26
"So I survived spin....trying to get down the stairs was hilarious tho #jellylegs \xf0\x9f\x98\x82\xf0\x9f\x98\x82",0.792
"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #th\xe2\x80\xa6",0.55
"@iamTinaDatta love you so much #smile \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a",0.896
"@AphoticSanguine \xe2\x80\x94but be a little playful. \\n\\nHe hesitantly pulls away, just enough so he could get words out, lips brushing against\xe2\x80\x94",0.46
"#bcwinechat what's the most common method used to make BC  #wine?",0.189
"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; #optimism",0.833
"\xe2\x80\x9cBe #positive, #cheerful, #grateful and expectant.\xe2\x80\x9d @NightingaleEarl  #Success #Leadership",0.7
"@veryeloise your gunna make me cry, I need a glee day",0.24
"@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol ",0.708
"@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds ",0.271
"@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday",0.688
"With a very tired body and mind and sparkling teeth I say to all my followers, good night and if there is an apocalypse; good luck. #aspie",0.417
"#Quoteoftheday\\r\\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\\r\\r#dailyquote #quotes",0.536
"@IcyEmmaX &lt; took another sip. \xe2\x80\x9cWe\xe2\x80\x99ve had some earth shattering, soul exhilarating sex. You think black souls can have that kind of &gt;",0.458
"Oh that cheery fucking note, good night shit heads X",0.188
"@JohnDotWhite I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s.",0.36
"@headfirst_dom I often imagine hoe our moon would feel meeting the jovial moons which are all special",0.5
"\xf0\x9f\x8d\xa6\xf0\x9f\x8e\xbf god chirp this burp \xf0\x9f\x8e\xbf\xf0\x9f\x8d\xa6",0.442
"People who cheer for sports teams completely outside of New Jersey or PA piss me off",0.02
"crying because @msleamichele's snapchat is bringing on some serious #glee feels \xf0\x9f\x98\xad\xe2\x9d\xa4",0.481
"Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day.  #challenge #kashmir #baloch",0.58
"which always leads to the kind of hilarity average people will never experience - especially during breakups.",0.312
"#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love #hilarious #TeamMark",0.788
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you #happy #independent",0.646
"@MichiganBromo Good optimism sir :)",0.538
"@Bhavnay that, i dont mind too much. smoother, thicker texture. makes it more hearty. also, im glad iced coffee is a thing in the uk now.",0.5
"Remember: The life you have is a blessing for #God. Make it a joyful experience regardless of the odds. GBY",0.64
"pummeling cheerfully, jauntily, utterly one-sidedly makes us harder, better, faster, stronger",0.627
"The little sniffle at the end of the song gets me every time. #rejoice",0.667
"@Johncrookshanks 'Elizabeth Smith!' She said with a cheery smile 'Pleasure to meet you, sir! Where have you travelled from?'",0.548
"TheNiceBot: melbjs ;) Here is a smile and a wink from across the web. #TheNiceBot",0.792
"#hate going to the doctor on so many levels but least I can go sleep with a #smile just watched #Dwight on live nation",0.34
"Boys of Fall makes me miss cheering on Friday nights much sooooo bad #bulldogslways\xf0\x9f\x90\xbe",0.38
"My two older boys were elated, my toddler was terrified. I have pics of his poor little face peeping through the hole in the basket.",0.38
"Vals always smiling I love it #gbbo",0.84
"@TheBarmyArmy all the optimism...",0.263
"...at your age, the heyday in the blood is tame...' @TheArtofCharm #shakespeareaninsults #hamlet #elizabethan #williamshakespeare",0.26
"I hate when I try to be playful and get shut down lol ...Why so serious\xf0\x9f\x99\x81",0.167
"@DuncM1981 @pmallon72 At the risk of being blocked I thought that video from the wake was hilarious.",0.58
